,Customer_num,Product_num
2133,C_1499112,P_7819
2134,C_1499346,P_19894
2135,C_1499564,P_7796
2136,C_1499770,P_30257
2137,C_1499880,P_24262
2138,C_150010,P_12847
2139,C_1500431,P_679
2140,C_150048,P_22034
2141,C_1500515,P_14546
2142,C_1500701,P_9168
2143,C_1500805,P_12777
2144,C_1501328,P_7819
2145,C_1501539,P_8625
2146,C_1501665,P_7819
2147,C_1501754,P_16717
2148,C_1501777,P_14591
2149,C_1502092,P_16802
2150,C_1502495,P_7819
2151,C_1502912,P_9168
2152,C_1503581,P_16717
2153,C_1503789,P_14739
2154,C_1504233,P_25087
2155,C_1504415,P_7819
2156,C_1504588,P_10436
2157,C_1504599,P_7819
2158,C_1504633,P_30619
2159,C_1504791,P_31765
2160,C_150535,P_13316
2161,C_1505482,P_20638
2162,C_1505699,P_30505
2163,C_1505781,P_15472
2164,C_1506548,P_7819
2165,C_1506781,P_33758
2166,C_1506815,P_16717
2167,C_1506835,P_29165
2168,C_1507737,P_4822
2169,C_1508250,P_4218
2170,C_1508546,P_7819
2171,C_1508881,P_4822
2172,C_1509142,P_3702
2173,C_150964,P_42799
2174,C_1509669,P_3863
2175,C_1509880,P_12180
2176,C_1510339,P_7819
2177,C_1510386,P_6798
2178,C_1510519,P_12795
2179,C_1510580,P_7010
2180,C_1510828,P_36054
2181,C_151083,P_30817
2182,C_1510967,P_44298
2183,C_1510979,P_14546
2184,C_1511091,P_5895
2185,C_1511372,P_7819
2186,C_151216,P_7819
2187,C_1512176,P_7819
2188,C_1512403,P_14546
2189,C_1512665,P_35159
2190,C_1512845,P_26046
2191,C_1512899,P_7819
2192,C_1513186,P_7819
2193,C_1513271,P_7819
2194,C_1513360,P_10404
2195,C_1514113,P_9775
2196,C_151423,P_4298
2197,C_1514259,P_34772
2198,C_1515007,P_14546
2199,C_1515434,P_30644
2200,C_1517152,P_7819
2201,C_1517406,P_14546
2202,C_1517869,P_14546
2203,C_151794,P_13544
2204,C_1518365,P_29414
2205,C_1518735,P_823
2206,C_1518950,P_25523
2207,C_1519169,P_14572
2208,C_1519327,P_27047
2209,C_1519758,P_14546
2210,C_1519971,P_12777
2211,C_1520257,P_33888
2212,C_152089,P_31267
2213,C_1521240,P_15283
2214,C_1521322,P_20875
2215,C_1521324,P_4822
2216,C_1521599,P_12777
2217,C_1521719,P_37713
2218,C_1521734,P_15527
2219,C_1522111,P_30897
2220,C_1522310,P_28702
2221,C_1522906,P_7819
2222,C_1523981,P_14552
2223,C_1524070,P_14546
2224,C_1524439,P_14463
2225,C_1524679,P_44474
2226,C_1524806,P_12777
2227,C_1524940,P_11677
2228,C_1525018,P_9169
2229,C_1525134,P_7819
2230,C_152554,P_40077
2231,C_1525934,P_12233
2232,C_1526416,P_15473
2233,C_152648,P_14546
2234,C_1526499,P_7819
2235,C_1526695,P_29847
2236,C_1526730,P_4822
2237,C_1526980,P_31774
2238,C_1527870,P_12023
2239,C_1528220,P_9168
2240,C_1528366,P_15188
2241,C_1529106,P_41224
2242,C_1529418,P_12777
2243,C_1529421,P_12777
2244,C_1529579,P_31050
2245,C_1529839,P_12777
2246,C_1529850,P_32841
2247,C_1529894,P_7819
2248,C_1530078,P_12777
2249,C_1530092,P_7819
2250,C_1530260,P_4822
2251,C_15303,P_14546
2252,C_1530580,P_6221
2253,C_1530589,P_4919
2254,C_153064,P_14546
2255,C_1530662,P_14591
2256,C_1530728,P_7819
2257,C_1531206,P_15855
2258,C_1531303,P_14546
2259,C_1531405,P_36221
2260,C_1531452,P_9459
2261,C_1531656,P_21295
2262,C_1531661,P_12777
2263,C_1531717,P_471
2264,C_1531960,P_12777
2265,C_1532054,P_7819
2266,C_1532107,P_7819
2267,C_153235,P_44439
2268,C_1532563,P_12777
2269,C_1532649,P_14546
2270,C_1532925,P_21295
2271,C_1532927,P_14546
2272,C_1532979,P_1576
2273,C_1533587,P_7819
2274,C_1533646,P_17963
2275,C_1533688,P_7819
2276,C_1533810,P_7819
2277,C_1534052,P_7819
2278,C_1534842,P_14546
2279,C_1534886,P_18963
2280,C_1535138,P_15638
2281,C_1535415,P_7819
2282,C_1536005,P_13497
2283,C_1536350,P_7819
2284,C_1536555,P_11637
2285,C_1537002,P_5668
2286,C_1537045,P_471
2287,C_1537110,P_41357
2288,C_1537559,P_7819
2289,C_1537872,P_39619
2290,C_1538021,P_7819
2291,C_1538172,P_8615
2292,C_1538178,P_36275
2293,C_1538198,P_7819
2294,C_153828,P_30643
2295,C_1538565,P_1926
2296,C_1539139,P_29448
2297,C_1539573,P_37565
2298,C_1539814,P_44268
2299,C_1540157,P_12777
2300,C_1540703,P_16884
2301,C_1541066,P_19504
2302,C_1541437,P_5726
2303,C_1541609,P_10182
2304,C_1541743,P_32203
2305,C_1542065,P_14546
2306,C_1542314,P_12777
2307,C_1542919,P_27901
2308,C_1542923,P_14546
2309,C_1543003,P_34713
2310,C_1543102,P_7819
2311,C_1543172,P_41760
2312,C_1543676,P_19894
2313,C_1543714,P_7604
2314,C_1543992,P_28821
2315,C_1544015,P_9168
2316,C_1544074,P_7819
2317,C_1544330,P_9139
2318,C_1544637,P_4822
2319,C_1545488,P_7819
2320,C_1545786,P_40676
2321,C_1545819,P_6623
2322,C_15460,P_7819
2323,C_1546507,P_7477
2324,C_1546706,P_32267
2325,C_1546954,P_7819
2326,C_1547021,P_12817
2327,C_1547656,P_10182
2328,C_154766,P_4822
2329,C_1547790,P_7819
2330,C_1548289,P_458
2331,C_1548527,P_20038
2332,C_1548710,P_7819
2333,C_1548908,P_14546
2334,C_1548971,P_21295
2335,C_1549362,P_18536
2336,C_1549483,P_40577
2337,C_1549514,P_17343
2338,C_1549579,P_213
2339,C_1549695,P_7996
2340,C_1549844,P_35287
2341,C_1549991,P_17966
2342,C_1550115,P_14546
2343,C_1550220,P_7819
2344,C_1550261,P_37565
2345,C_1550562,P_35145
2346,C_1550628,P_4919
2347,C_1551094,P_14546
2348,C_155208,P_14546
2349,C_1552084,P_15472
2350,C_1552740,P_7819
2351,C_1552905,P_20875
2352,C_1552906,P_17971
2353,C_1553254,P_31631
2354,C_1553473,P_44683
2355,C_1553588,P_28422
2356,C_1553694,P_26088
2357,C_1554006,P_9169
2358,C_1554129,P_2163
2359,C_1554251,P_14546
2360,C_1554544,P_17971
2361,C_1554620,P_14546
2362,C_1554739,P_14546
2363,C_1554885,P_14546
2364,C_1555661,P_8987
2365,C_1555825,P_23523
2366,C_1555981,P_7819
2367,C_1556236,P_36266
2368,C_1556255,P_7819
2369,C_1556323,P_14924
2370,C_1556521,P_5200
2371,C_1557290,P_4822
2372,C_1557292,P_7819
2373,C_1557335,P_25868
2374,C_1557501,P_4822
2375,C_1557887,P_34295
2376,C_155820,P_40519
2377,C_1558353,P_15624
2378,C_1558731,P_24721
2379,C_1559788,P_31509
2380,C_1560046,P_23853
2381,C_1560591,P_7819
2382,C_1560698,P_44275
2383,C_1561126,P_12777
2384,C_1561822,P_7819
2385,C_1562337,P_14546
2386,C_1562362,P_12777
2387,C_1562863,P_4822
2388,C_1563571,P_12609
2389,C_1563878,P_28438
2390,C_1563904,P_7819
2391,C_1563909,P_7819
2392,C_1564057,P_30343
2393,C_1564180,P_7819
2394,C_1564269,P_14546
2395,C_1564368,P_471
2396,C_1564386,P_1802
2397,C_1564518,P_12777
2398,C_1564815,P_15307
2399,C_1564867,P_31024
2400,C_1565303,P_4822
2401,C_1565655,P_40519
2402,C_156612,P_7819
2403,C_156662,P_12777
2404,C_1566729,P_7819
2405,C_156684,P_18524
2406,C_1567353,P_7819
2407,C_1567601,P_44182
2408,C_1567691,P_7819
2409,C_156822,P_7819
2410,C_1568485,P_9168
2411,C_1568590,P_14546
2412,C_1568904,P_39443
2413,C_1569638,P_8625
2414,C_1569640,P_44099
2415,C_1569685,P_34723
2416,C_1570406,P_7537
2417,C_1570787,P_7819
2418,C_1570847,P_28400
2419,C_1571284,P_679
2420,C_1571301,P_33443
2421,C_1571361,P_7819
2422,C_1571554,P_7819
2423,C_15719,P_14546
2424,C_1571976,P_8625
2425,C_1572057,P_14591
2426,C_1572120,P_30644
2427,C_1572736,P_20865
2428,C_157291,P_19894
2429,C_1573467,P_471
2430,C_1573509,P_12848
2431,C_1573522,P_2552
2432,C_1573643,P_1021
2433,C_1573675,P_25939
2434,C_1574119,P_14546
2435,C_1574905,P_44256
2436,C_1574924,P_14546
2437,C_1575242,P_7819
2438,C_1575271,P_4822
2439,C_157530,P_44597
2440,C_1575379,P_858
2441,C_1575774,P_20705
2442,C_1575799,P_14546
2443,C_157582,P_14546
2444,C_1575896,P_14546
2445,C_1575917,P_14546
2446,C_1576088,P_4919
2447,C_1576332,P_29640
2448,C_1576406,P_14897
2449,C_1576483,P_4919
2450,C_1576494,P_4822
2451,C_1576628,P_24153
2452,C_1576838,P_471
2453,C_1576966,P_12777
2454,C_1576975,P_30644
2455,C_1576985,P_7819
2456,C_1577277,P_44268
2457,C_157730,P_7819
2458,C_1577305,P_14546
2459,C_1577400,P_7819
2460,C_1577489,P_10370
2461,C_157760,P_13120
2462,C_1577811,P_7819
2463,C_157828,P_7819
2464,C_1578685,P_2341
2465,C_1578842,P_38105
2466,C_1578874,P_12777
2467,C_1578976,P_12777
2468,C_1579173,P_4919
2469,C_1579589,P_7819
2470,C_1579826,P_14546
2471,C_1580034,P_44458
2472,C_1580143,P_7819
2473,C_1580832,P_31530
2474,C_1581190,P_1790
2475,C_1581284,P_38111
2476,C_1581331,P_12777
2477,C_1581687,P_16717
2478,C_1583278,P_35379
2479,C_158370,P_14546
2480,C_1583722,P_44439
2481,C_158385,P_14546
2482,C_1584076,P_4822
2483,C_1584150,P_16717
2484,C_1584661,P_40519
2485,C_1584676,P_7819
2486,C_1584823,P_10594
2487,C_1585254,P_4822
2488,C_1585366,P_14546
2489,C_1585538,P_35423
2490,C_1585725,P_12777
2491,C_158626,P_7819
2492,C_1586339,P_16884
2493,C_1586526,P_7819
2494,C_1586711,P_7819
2495,C_1587050,P_14546
2496,C_1587111,P_7819
2497,C_1587125,P_12777
2498,C_158724,P_7819
2499,C_1587346,P_28393
2500,C_1587396,P_12777
2501,C_1587631,P_8398
2502,C_1587636,P_456
2503,C_1587880,P_7819
2504,C_158801,P_35379
2505,C_1588105,P_33949
2506,C_1588249,P_14925
2507,C_1588515,P_44275
2508,C_1589218,P_15472
2509,C_1589461,P_7819
2510,C_1589469,P_7819
2511,C_1590341,P_7819
2512,C_1590560,P_41267
2513,C_1591277,P_14546
2514,C_1591347,P_40519
2515,C_159204,P_44290
2516,C_1593174,P_38005
2517,C_1593259,P_7819
2518,C_1593393,P_7819
2519,C_1593425,P_2042
2520,C_1593567,P_14546
2521,C_1593936,P_9168
2522,C_1594239,P_33758
2523,C_159467,P_4116
2524,C_1595254,P_17179
2525,C_1595385,P_4822
2526,C_1595497,P_7819
2527,C_1595909,P_4822
2528,C_159594,P_27589
2529,C_1596298,P_16717
2530,C_1596742,P_10973
2531,C_1597414,P_12777
2532,C_1597700,P_42789
2533,C_1598168,P_18736
2534,C_1598187,P_9934
2535,C_15982,P_7819
2536,C_1599078,P_19468
2537,C_1599637,P_34558
2538,C_1599947,P_34718
2539,C_159996,P_7819
2540,C_1600818,P_9168
2541,C_1601448,P_7819
2542,C_160166,P_14546
2543,C_1601773,P_34282
2544,C_160204,P_44182
2545,C_1602214,P_15307
2546,C_160284,P_10877
2547,C_1602880,P_31274
2548,C_1603894,P_8625
2549,C_160401,P_7819
2550,C_1604281,P_4822
2551,C_160450,P_12777
2552,C_1605143,P_15473
2553,C_1605535,P_7819
2554,C_160562,P_7819
2555,C_1605828,P_7819
2556,C_1605831,P_24251
2557,C_1606751,P_11148
2558,C_1607154,P_3773
2559,C_1607287,P_7819
2560,C_1607376,P_7819
2561,C_1607447,P_7819
2562,C_1607859,P_36051
2563,C_1608804,P_12609
2564,C_1609005,P_44458
2565,C_1609051,P_1831
2566,C_160907,P_7819
2567,C_1609108,P_7819
2568,C_1609569,P_7819
2569,C_1609721,P_13567
2570,C_1609896,P_12777
2571,C_1610043,P_30303
2572,C_1610193,P_41528
2573,C_1610216,P_4919
2574,C_1610267,P_7819
2575,C_1610596,P_25874
2576,C_161101,P_7819
2577,C_1611144,P_14546
2578,C_1611364,P_7819
2579,C_1611376,P_10662
2580,C_1611619,P_4822
2581,C_1611816,P_7819
2582,C_1611949,P_7819
2583,C_1612382,P_7819
2584,C_1612531,P_40787
2585,C_1612725,P_7819
2586,C_1612747,P_1926
2587,C_1612859,P_24677
2588,C_161314,P_38668
2589,C_1613255,P_7819
2590,C_1613295,P_7819
2591,C_1613646,P_34427
2592,C_161375,P_12777
2593,C_1614082,P_17052
2594,C_1614465,P_27042
2595,C_1614754,P_15473
2596,C_161499,P_4919
2597,C_1615022,P_7819
2598,C_161599,P_20633
2599,C_1616326,P_7819
2600,C_1616506,P_14546
2601,C_1616621,P_5885
2602,C_1616623,P_28171
2603,C_1616695,P_10574
2604,C_1617322,P_4822
2605,C_1617524,P_14838
2606,C_1617613,P_38110
2607,C_1617861,P_11868
2608,C_1617933,P_38235
2609,C_1618550,P_4822
2610,C_16190,P_7819
2611,C_1619047,P_7819
2612,C_1619060,P_4218
2613,C_1619341,P_9459
2614,C_161947,P_19554
2615,C_1619818,P_4822
2616,C_1620115,P_10551
2617,C_1620180,P_7819
2618,C_1620254,P_1644
2619,C_1620613,P_10229
2620,C_1620752,P_7819
2621,C_1621235,P_19894
2622,C_1621506,P_7819
2623,C_1621564,P_7819
2624,C_1621638,P_18575
2625,C_1622133,P_14048
2626,C_1622431,P_14546
2627,C_1622666,P_7819
2628,C_1622798,P_15068
2629,C_1622849,P_4822
2630,C_1622979,P_7819
2631,C_1623010,P_14546
2632,C_1623196,P_10370
2633,C_1623265,P_4822
2634,C_1623334,P_18735
2635,C_1623540,P_14546
2636,C_1623630,P_1926
2637,C_1624047,P_17848
2638,C_1624539,P_7819
2639,C_1624544,P_44458
2640,C_1624943,P_12777
2641,C_1625153,P_39289
2642,C_1625558,P_44307
2643,C_1625612,P_14546
2644,C_1625651,P_10724
2645,C_1625682,P_28231
2646,C_1625727,P_14546
2647,C_1625780,P_7819
2648,C_1626247,P_37635
2649,C_1626277,P_12777
2650,C_1626627,P_7819
2651,C_1626638,P_7819
2652,C_1626735,P_24255
2653,C_1627013,P_7819
2654,C_1627015,P_2726
2655,C_1627497,P_9168
2656,C_1627616,P_4822
2657,C_1627973,P_14546
2658,C_1628246,P_28438
2659,C_1628502,P_7819
2660,C_1628677,P_44722
2661,C_1629087,P_14546
2662,C_1629774,P_7819
2663,C_1629977,P_61
2664,C_1630529,P_4919
2665,C_163080,P_40519
2666,C_1631170,P_17960
2667,C_1631182,P_7819
2668,C_1631590,P_30644
2669,C_1632182,P_8791
2670,C_1632470,P_17560
2671,C_1632740,P_9442
2672,C_1632786,P_40568
2673,C_1633075,P_559
2674,C_163311,P_7819
2675,C_163332,P_31707
2676,C_1633515,P_7819
2677,C_1633622,P_19554
2678,C_1633978,P_40161
2679,C_1634356,P_14546
2680,C_1634470,P_25355
2681,C_1634692,P_37292
2682,C_1634781,P_12777
2683,C_1634793,P_42150
2684,C_1635187,P_4601
2685,C_1635428,P_6258
2686,C_1635604,P_12777
2687,C_1635663,P_14838
2688,C_1635732,P_6840
2689,C_1636048,P_759
2690,C_1636119,P_4822
2691,C_1636224,P_7819
2692,C_1636977,P_7819
2693,C_1637092,P_7819
2694,C_1637379,P_11373
2695,C_1637731,P_15306
2696,C_1638423,P_2296
2697,C_1638989,P_7819
2698,C_1639608,P_41817
2699,C_1639641,P_12777
2700,C_1639732,P_14546
2701,C_164025,P_14546
2702,C_1640261,P_7819
2703,C_1640825,P_14546
2704,C_1640869,P_3491
2705,C_1641016,P_4822
2706,C_1641036,P_15307
2707,C_1641299,P_8625
2708,C_1641387,P_12846
2709,C_1641511,P_12777
2710,C_1641667,P_1537
2711,C_1642414,P_6688
2712,C_1642553,P_40590
2713,C_1642979,P_14546
2714,C_1642991,P_12777
2715,C_1643405,P_9362
2716,C_1643489,P_7819
2717,C_1643714,P_4822
2718,C_1643827,P_10053
2719,C_1643843,P_40491
2720,C_1644149,P_14838
2721,C_1644255,P_4301
2722,C_1644285,P_7819
2723,C_1644573,P_12777
2724,C_1645111,P_14546
2725,C_1645809,P_9678
2726,C_1646016,P_31638
2727,C_1646413,P_9168
2728,C_164655,P_28282
2729,C_1646681,P_5819
2730,C_1647153,P_40519
2731,C_1647496,P_3724
2732,C_1647563,P_4822
2733,C_1647578,P_36814
2734,C_1647939,P_9459
2735,C_1647970,P_12777
2736,C_1648095,P_12777
2737,C_1648140,P_7819
2738,C_1648382,P_25817
2739,C_1648538,P_15472
2740,C_1648659,P_7819
2741,C_1648950,P_7819
2742,C_1649101,P_23649
2743,C_1649129,P_7819
2744,C_1649670,P_2588
2745,C_1649913,P_19789
2746,C_165001,P_38105
2747,C_165039,P_44503
2748,C_1650477,P_24320
2749,C_1650740,P_12848
2750,C_1651171,P_9510
2751,C_1651189,P_5678
2752,C_1651252,P_14591
2753,C_1651284,P_14546
2754,C_1651394,P_19382
2755,C_1651416,P_24191
2756,C_1651578,P_29440
2757,C_1651740,P_14546
2758,C_1651781,P_1323
2759,C_1652162,P_7819
2760,C_1652369,P_17039
2761,C_1652526,P_471
2762,C_165264,P_33775
2763,C_1654393,P_14591
2764,C_1654657,P_19376
2765,C_1654843,P_4919
2766,C_1655369,P_24269
2767,C_1655459,P_801
2768,C_1656022,P_7819
2769,C_1656575,P_7819
2770,C_1656624,P_7302
2771,C_1656681,P_42274
2772,C_1656799,P_7819
2773,C_1657025,P_25458
2774,C_1657030,P_7819
2775,C_1657978,P_15472
2776,C_1658004,P_40519
2777,C_1658027,P_15473
2778,C_1658451,P_32223
2779,C_1658519,P_14546
2780,C_1658804,P_7819
2781,C_1659034,P_19773
2782,C_1659150,P_4822
2783,C_1659208,P_7819
2784,C_1659709,P_33884
2785,C_1659799,P_7819
2786,C_1659975,P_10185
2787,C_1660048,P_25749
2788,C_1660384,P_18120
2789,C_1660494,P_8465
2790,C_1660580,P_41538
2791,C_166119,P_7819
2792,C_1661297,P_12806
2793,C_1662108,P_14546
2794,C_1662361,P_30644
2795,C_1662539,P_7819
2796,C_1663172,P_14546
2797,C_1663475,P_7819
2798,C_1663524,P_4300
2799,C_1664522,P_17184
2800,C_1665305,P_13310
2801,C_1665885,P_10877
2802,C_1666043,P_2037
2803,C_1666312,P_17541
2804,C_1667194,P_14838
2805,C_1667309,P_34389
2806,C_1667472,P_9169
2807,C_1667680,P_4218
2808,C_1667691,P_39867
2809,C_1667744,P_7819
2810,C_1668327,P_8418
2811,C_1668521,P_7819
2812,C_1668632,P_14546
2813,C_1668800,P_7819
2814,C_166945,P_9169
2815,C_1669509,P_25302
2816,C_16696,P_4617
2817,C_1670267,P_8625
2818,C_1670473,P_7819
2819,C_1670601,P_9169
2820,C_1670790,P_4822
2821,C_1670834,P_28164
2822,C_1671205,P_9686
2823,C_1671403,P_7819
2824,C_1671810,P_24251
2825,C_1672214,P_20021
2826,C_1672410,P_18223
2827,C_1672723,P_3285
2828,C_1672920,P_25553
2829,C_1673065,P_7819
2830,C_1673315,P_14546
2831,C_167364,P_14256
2832,C_1673943,P_12848
2833,C_1674023,P_4822
2834,C_1674173,P_6490
2835,C_1674387,P_27049
2836,C_1674421,P_15307
2837,C_1674594,P_29841
2838,C_167495,P_40684
2839,C_1675048,P_25863
2840,C_1675130,P_7819
2841,C_1675399,P_41224
2842,C_1675616,P_42147
2843,C_1675643,P_17051
2844,C_1675850,P_40683
2845,C_1675856,P_7819
2846,C_1676089,P_7819
2847,C_1676364,P_35712
2848,C_167710,P_7819
2849,C_1677174,P_11326
2850,C_1677509,P_7819
2851,C_1677706,P_12764
2852,C_1677730,P_16717
2853,C_1677835,P_14114
2854,C_1677856,P_7819
2855,C_167809,P_7819
2856,C_1678505,P_12777
2857,C_167861,P_7819
2858,C_1678659,P_7819
2859,C_1678860,P_26835
2860,C_167893,P_10109
2861,C_1679102,P_36269
2862,C_1679171,P_14056
2863,C_1679253,P_25243
2864,C_1679266,P_7819
2865,C_1679293,P_9168
2866,C_1679629,P_14546
2867,C_1679794,P_17560
2868,C_1680035,P_30644
2869,C_1680112,P_14546
2870,C_1680371,P_14546
2871,C_1680511,P_14546
2872,C_1680650,P_1849
2873,C_1680997,P_7819
2874,C_168106,P_33593
2875,C_16812,P_38104
2876,C_1681334,P_31765
2877,C_1681550,P_7819
2878,C_1681791,P_4822
2879,C_1681990,P_29417
2880,C_168235,P_14546
2881,C_1682893,P_24389
2882,C_1682937,P_4822
2883,C_168301,P_14546
2884,C_1683150,P_7819
2885,C_1683232,P_7819
2886,C_1683339,P_44227
2887,C_168345,P_14546
2888,C_1683833,P_7819
2889,C_168398,P_29588
2890,C_1683993,P_14546
2891,C_1684261,P_25185
2892,C_1684392,P_1926
2893,C_1684572,P_31071
2894,C_1684643,P_10370
2895,C_1684899,P_23977
2896,C_1684970,P_7819
2897,C_1685023,P_26557
2898,C_168524,P_7819
2899,C_168528,P_14546
2900,C_1685609,P_24245
2901,C_1686111,P_7819
2902,C_1686167,P_4822
2903,C_1687112,P_7819
2904,C_1687290,P_14546
2905,C_1687365,P_7819
2906,C_1687414,P_5388
2907,C_1687533,P_24244
2908,C_1687575,P_44216
2909,C_1687627,P_18995
2910,C_1688198,P_34293
2911,C_1689465,P_18739
2912,C_1689559,P_41740
2913,C_1690095,P_36952
2914,C_1690205,P_12777
2915,C_1690366,P_4822
2916,C_1690446,P_12777
2917,C_1690721,P_26414
2918,C_1691134,P_7270
2919,C_1691385,P_4822
2920,C_1691614,P_4822
2921,C_1691749,P_14546
2922,C_1691879,P_4822
2923,C_1692207,P_14546
2924,C_169249,P_18396
2925,C_1692711,P_14546
2926,C_1693069,P_7832
2927,C_1693104,P_14546
2928,C_1693278,P_12256
2929,C_1693672,P_29937
2930,C_1693934,P_7819
2931,C_1694012,P_17258
2932,C_1694734,P_42089
2933,C_1694790,P_15307
2934,C_1694835,P_12777
2935,C_1695591,P_40077
2936,C_1696425,P_14546
2937,C_1696620,P_2226
2938,C_1696676,P_29016
2939,C_1697336,P_12777
2940,C_1697938,P_33338
2941,C_1698112,P_14546
2942,C_1698174,P_14546
2943,C_1698870,P_15475
2944,C_1699001,P_7819
2945,C_1699513,P_25299
2946,C_1699616,P_9168
2947,C_1699621,P_30866
2948,C_1699680,P_7819
2949,C_169978,P_7819
2950,C_1700320,P_4822
2951,C_1700685,P_21295
2952,C_1700889,P_2211
2953,C_1701213,P_14546
2954,C_170158,P_14546
2955,C_1701606,P_40091
2956,C_1701968,P_8625
2957,C_1702161,P_7819
2958,C_1702232,P_7819
2959,C_1702453,P_7819
2960,C_1702468,P_7819
2961,C_170301,P_7997
2962,C_1703014,P_9169
2963,C_1703425,P_12777
2964,C_1703750,P_4822
2965,C_1703809,P_14546
2966,C_1703833,P_14546
2967,C_1704506,P_15937
2968,C_1704680,P_30303
2969,C_1704890,P_7819
2970,C_1705419,P_1490
2971,C_1705660,P_9169
2972,C_1706135,P_11330
2973,C_1706169,P_4822
2974,C_1706218,P_14546
2975,C_1706720,P_14546
2976,C_1706991,P_13544
2977,C_1707059,P_7819
2978,C_1707193,P_6487
2979,C_1707280,P_5895
2980,C_170757,P_7819
2981,C_1708284,P_15307
2982,C_1708374,P_28689
2983,C_1708425,P_9779
2984,C_1708757,P_11925
2985,C_1708763,P_18275
2986,C_1709152,P_14546
2987,C_1709224,P_7819
2988,C_1709287,P_25145
2989,C_1709436,P_17046
2990,C_170954,P_14546
2991,C_1709712,P_471
2992,C_1709952,P_44104
2993,C_1710057,P_12777
2994,C_1710221,P_12777
2995,C_1710404,P_7819
2996,C_1710802,P_7819
2997,C_1710830,P_4822
2998,C_171117,P_14546
2999,C_1711379,P_7819
3000,C_1711778,P_7819
3001,C_1711799,P_7819
3002,C_1711906,P_14546
3003,C_1712084,P_12850
3004,C_1712191,P_10109
3005,C_1712536,P_14826
3006,C_1712698,P_12777
3007,C_1713244,P_7997
3008,C_1713572,P_20227
3009,C_171388,P_12777
3010,C_1714126,P_7819
3011,C_171414,P_9372
3012,C_1714391,P_537
3013,C_1714602,P_14591
3014,C_1714779,P_7145
3015,C_1714909,P_7819
3016,C_1714941,P_951
3017,C_1714982,P_14838
3018,C_1715037,P_9168
3019,C_1715169,P_25430
3020,C_1715267,P_7819
3021,C_1715307,P_9169
3022,C_1715618,P_7819
3023,C_1715690,P_12777
3024,C_1716195,P_40519
3025,C_1716368,P_20759
3026,C_1716463,P_7819
3027,C_1716483,P_14546
3028,C_1716981,P_42206
3029,C_1717282,P_25523
3030,C_1717299,P_24269
3031,C_1717418,P_8625
3032,C_1717539,P_7819
3033,C_1717754,P_1404
3034,C_171801,P_457
3035,C_1718128,P_14546
3036,C_1718286,P_29016
3037,C_1718692,P_33338
3038,C_1719326,P_4822
3039,C_1719354,P_42150
3040,C_1719989,P_14300
3041,C_1720334,P_35003
3042,C_1720947,P_14546
3043,C_1721262,P_12777
3044,C_1721439,P_17143
3045,C_1721663,P_1926
3046,C_1722000,P_7819
3047,C_1722307,P_15300
3048,C_1722457,P_26835
3049,C_1722616,P_17875
3050,C_1722685,P_12777
3051,C_1722952,P_7819
3052,C_172326,P_40519
3053,C_1723679,P_44183
3054,C_172435,P_16717
3055,C_1724372,P_41157
3056,C_1724624,P_7819
3057,C_1725391,P_7819
3058,C_1725838,P_42093
3059,C_1725919,P_11021
3060,C_1726237,P_3223
3061,C_1726247,P_17258
3062,C_1726258,P_15475
3063,C_1726493,P_3272
3064,C_1726712,P_7819
3065,C_1727120,P_7819
3066,C_1727685,P_13968
3067,C_1727744,P_29267
3068,C_1727980,P_7819
3069,C_1728091,P_14546
3070,C_1728172,P_20786
3071,C_1728221,P_4822
3072,C_1728392,P_14546
3073,C_1728494,P_30782
3074,C_1728531,P_7819
3075,C_1728928,P_7819
3076,C_172917,P_7819
3077,C_1729708,P_35208
3078,C_1729755,P_28555
3079,C_1729865,P_30353
3080,C_1730289,P_11602
3081,C_1730460,P_28199
3082,C_1730487,P_14546
3083,C_1730712,P_41288
3084,C_1731555,P_40519
3085,C_1732,P_32162
3086,C_1732070,P_37716
3087,C_1732103,P_9174
3088,C_1732373,P_3766
3089,C_1732473,P_24721
3090,C_1732508,P_6060
3091,C_1732513,P_25851
3092,C_1732663,P_44743
3093,C_1732751,P_7819
3094,C_1733141,P_10108
3095,C_1733227,P_25458
3096,C_1733234,P_5093
3097,C_1733414,P_40231
3098,C_1733794,P_537
3099,C_1733944,P_12667
3100,C_1734055,P_27461
3101,C_1734185,P_38670
3102,C_1734960,P_6055
3103,C_1735266,P_15599
3104,C_1735391,P_14546
3105,C_1735401,P_14591
3106,C_1735616,P_42466
3107,C_1735746,P_14546
3108,C_173583,P_43773
3109,C_17361,P_35272
3110,C_1736106,P_14546
3111,C_1736354,P_33809
3112,C_1736462,P_26559
3113,C_173701,P_37280
3114,C_1737480,P_7819
3115,C_1737626,P_26559
3116,C_1738411,P_11476
3117,C_1738491,P_14546
3118,C_1738495,P_5510
3119,C_1738587,P_28169
3120,C_1739059,P_9169
3121,C_1739217,P_7819
3122,C_1739429,P_14546
3123,C_1739494,P_2211
3124,C_1739703,P_7819
3125,C_1740050,P_7819
3126,C_1740140,P_7819
3127,C_1740318,P_37907
3128,C_1740746,P_7819
3129,C_1741131,P_4822
3130,C_1741249,P_14546
3131,C_1741336,P_7819
3132,C_1741404,P_61
3133,C_1741407,P_18036
3134,C_1741537,P_4822
3135,C_1741580,P_27702
3136,C_1741589,P_14546
3137,C_1741671,P_7819
3138,C_1741963,P_37789
3139,C_1742129,P_7819
