Customer_num,recommendedProducts
C_1319108,P_20467|P_30004|P_21403
C_1319370,P_12790|P_17470|P_28790
C_1319715,P_28821|P_35821|P_36088
C_1319866,P_26911|P_15288|P_12437
C_1320360,P_9169|P_7819|P_4822
C_1320391,P_18697|P_41207|P_34763
C_1321080,P_15164|P_29165|P_790
C_1321380,P_44182|P_5803|P_4822
C_1321913,P_2264|P_7819|P_14546
C_1322330,P_14546|P_7819|P_12777
C_132241,P_14546|P_14591|P_7819
C_1322441,P_7819|P_14546|P_14838
C_1322781,P_2910|P_9432|P_41905
C_1322826,P_40519|P_4919|P_8465
C_1322848,P_12777|P_7819|P_14546
C_1322950,P_7819|P_12777|P_4822
C_1323520,P_7819|P_16717|P_2541
C_1323577,P_14546|P_26956|P_6789
C_132389,P_25523|P_44061|P_38304
C_1324008,P_34808|P_7819|P_14546
C_1324159,P_10551|P_13890|P_7477
C_1324327,P_14546|P_14591|P_14838
C_1324541,P_8625|P_4822|P_15306
C_1324747,P_7819|P_14546|P_12777
C_132537,P_19219|P_28493|P_28496
C_1325840,P_12256|P_4822|P_3422
C_1325922,P_14546|P_12777|P_4919
C_1326076,P_4822|P_4919|P_7819
C_1326407,P_7819|P_12777|P_7782
C_1327105,P_12777|P_7819|P_2342
C_1327397,P_2211|P_25749|P_684
C_1327534,P_2211|P_14546|P_25749
C_1327802,P_31643|P_27047|P_28398
C_132832,P_7819|P_2552|P_34667
C_1328327,P_7819|P_14546|P_12777
C_1328550,P_14546|P_40519|P_1644
C_132886,P_7819|P_14546|P_12777
C_1328937,P_40591|P_4822|P_14546
C_1329107,P_13776|P_15883|P_26228
C_1329132,P_9168|P_41739|P_14979
C_1329513,P_12777|P_14838|P_9459
C_1329690,P_10107|P_10109|P_10110
C_1330640,P_41817|P_29142|P_2982
C_1330689,P_40589|P_40591|P_7819
C_1330703,P_20304|P_20134|P_14924
C_1330709,P_4822|P_7819|P_14546
C_1330831,P_14546|P_12777|P_16717
C_1331021,P_7819|P_12777|P_14591
C_1331754,P_14546|P_14595|P_7782
C_1331991,P_4919|P_14546|P_7819
C_1332311,P_12808|P_12809|P_7819
C_1332886,P_21138|P_17359|P_19977
C_1332929,P_7028|P_7819|P_7030
C_1332981,P_44255|P_40588|P_44439
C_1333140,P_17473|P_20801|P_7621
C_1333180,P_25874|P_9102|P_15297
C_1333528,P_6784|P_6788|P_35308
C_1334068,P_7819|P_14546|P_12777
C_1334110,P_1085|P_6665|P_6667
C_1334184,P_35287|P_6831|P_34293
C_133483,P_7819|P_30644|P_4822
C_1335030,P_14546|P_14595|P_7782
C_1335076,P_19841|P_9554|P_6361
C_1335300,P_5454|P_14738|P_5409
C_1335312,P_7819|P_12777|P_14546
C_1335420,P_7819|P_12777|P_14546
C_133547,P_1926|P_16964|P_34282
C_1335882,P_5722|P_31099|P_20301
C_133605,P_30316|P_30319|P_7819
C_1336484,P_12777|P_15307|P_37970
C_1337077,P_17098|P_3603|P_42119
C_1337168,P_7819|P_12777|P_14546
C_1337268,P_2566|P_4822|P_4919
C_1337484,P_31049|P_11417|P_31062
C_1337616,P_7819|P_12777|P_14546
C_1337788,P_14591|P_9168|P_9510
C_1337881,P_32289|P_35599|P_4803
C_1338177,P_1926|P_16717|P_4300
C_1338818,P_14546|P_4822|P_4919
C_1338872,P_36093|P_29892|P_31969
C_1339226,P_18210|P_33671|P_22323
C_1340337,P_7819|P_12777|P_4822
C_1340426,P_20805|P_37316|P_31603
C_1340498,P_27705|P_14629|P_35920
C_134060,P_15288|P_24345|P_37269
C_1340777,P_7819|P_14546|P_12777
C_134083,P_9224|P_38386|P_17092
C_1340989,P_12905|P_28604|P_18099
C_1341003,P_7819|P_14546|P_12777
C_1341025,P_14546|P_12777|P_16717
C_1341322,P_19894|P_44452|P_14546
C_134184,P_471|P_697|P_2413
C_1342156,P_9678|P_7819|P_801
C_1342576,P_7819|P_12777|P_14546
C_1342678,P_44268|P_44439|P_44256
C_1342870,P_14546|P_7819|P_12777
C_1343223,P_7819|P_12777|P_14546
C_134327,P_9169|P_16717|P_14546
C_1343546,P_14546|P_7819|P_4919
C_1344027,P_34762|P_7962|P_33839
C_134466,P_14546|P_7819|P_4822
C_134470,P_10231|P_36097|P_36099
C_1344974,P_19894|P_28277|P_37653
C_1345043,P_40161|P_37610|P_30303
C_1345360,P_31424|P_18995|P_13901
C_1345422,P_16953|P_1525|P_39318
C_134544,P_35016|P_33411|P_5239
C_1345590,P_30644|P_4822|P_24677
C_1345936,P_25352|P_3631|P_28710
C_1345955,P_23540|P_40637|P_30582
C_1346057,P_3261|P_3331|P_14546
C_1346637,P_39446|P_33326|P_33325
C_1346667,P_9169|P_4822|P_14546
C_1347081,P_10436|P_26095|P_33506
C_134733,P_14979|P_26406|P_2561
C_1347680,P_14546|P_15307|P_4822
C_1348298,P_28702|P_17293|P_41469
C_1348664,P_12034|P_3631|P_28710
C_1349001,P_4595|P_29121|P_43487
C_1349718,P_16884|P_27450|P_4335
C_1349908,P_4822|P_7819|P_14546
C_1350837,P_7819|P_14546|P_14838
C_1350967,P_7819|P_14546|P_7937
C_1351114,P_16717|P_2341|P_15307
C_1351394,P_18406|P_25219|P_2026
C_1352311,P_7819|P_9168|P_14546
C_1352592,P_40491|P_6366|P_33552
C_135297,P_12777|P_4822|P_16717
C_135330,P_29839|P_1275|P_652
C_1353357,P_18949|P_28829|P_15670
C_1353461,P_4822|P_15307|P_40519
C_1353516,P_12777|P_7819|P_14546
C_13537,P_24247|P_12846|P_12850
C_1354233,P_14546|P_12777|P_4822
C_1354307,P_27726|P_38018|P_20204
C_135441,P_40685|P_26478|P_40077
C_1354499,P_14838|P_4822|P_4919
C_135526,P_2341|P_15306|P_4218
C_1355449,P_11628|P_491|P_31307
C_1355911,P_44268|P_44458|P_44256
C_1356051,P_7819|P_14546|P_12777
C_135638,P_14546|P_7819|P_12777
C_1356622,P_4919|P_2541|P_7819
C_1356666,P_44458|P_44268|P_3927
C_1356909,P_40519|P_7819|P_4822
C_1356911,P_3284|P_7251|P_36129
C_1357237,P_14546|P_12777|P_7983
C_1357336,P_14546|P_12777|P_14591
C_1357645,P_37716|P_19116|P_21099
C_1358252,P_10392|P_31130|P_40844
C_1358744,P_10108|P_17173|P_25300
C_1358814,P_38199|P_30897|P_37201
C_13590,P_7819|P_4919|P_14591
C_1359319,P_4894|P_33855|P_41554
C_1359625,P_30644|P_14546|P_12777
C_1359770,P_19887|P_40857|P_9153
C_1360541,P_44195|P_7819|P_44196
C_1360708,P_9432|P_41905|P_33690
C_1360896,P_9970|P_32355|P_32354
C_1360919,P_14546|P_12777|P_14591
C_1362158,P_6648|P_34582|P_3773
C_136216,P_14546|P_12777|P_14591
C_1362256,P_7819|P_14546|P_7162
C_1362275,P_15307|P_8625|P_15306
C_1362281,P_36266|P_18467|P_34638
C_1362428,P_702|P_35056|P_42760
C_1362535,P_40519|P_7819|P_15793
C_136257,P_28945|P_4299|P_40726
C_1362697,P_7819|P_14546|P_14591
C_1362880,P_7819|P_9510|P_12777
C_1363015,P_7819|P_14546|P_12777
C_1363146,P_12777|P_7819|P_15426
C_1363153,P_14546|P_12777|P_5482
C_1363407,P_40782|P_27725|P_18636
C_1364515,P_8625|P_9168|P_4822
C_1364524,P_7819|P_40519|P_12777
C_136481,P_42487|P_12777|P_33397
C_1364843,P_12816|P_10799|P_22920
C_1365142,P_12777|P_18958|P_4664
C_1365372,P_7819|P_12777|P_4822
C_1365876,P_7819|P_14591|P_4822
C_1366183,P_10370|P_18880|P_7819
C_1366239,P_7819|P_14546|P_14838
C_1366283,P_34402|P_13684|P_38255
C_1366813,P_24677|P_25796|P_24721
C_1366904,P_31758|P_28512|P_35191
C_1367178,P_7819|P_9168|P_29640
C_1367188,P_37645|P_37643|P_33637
C_1367258,P_8657|P_23847|P_42753
C_1367375,P_9926|P_11647|P_11731
C_1367467,P_7819|P_4822|P_14546
C_1367531,P_6403|P_39646|P_29466
C_1367966,P_14546|P_44228|P_7819
C_1368289,P_36093|P_30644|P_24677
C_1368566,P_12777|P_7819|P_4183
C_136863,P_9459|P_4822|P_7983
C_1368856,P_4323|P_4287|P_7051
C_1368871,P_12777|P_14546|P_14591
C_1369250,P_4919|P_12777|P_8625
C_1369490,P_7819|P_12777|P_9168
C_1369613,P_13992|P_30576|P_17097
C_136969,P_4822|P_14546|P_7819
C_1370126,P_2342|P_7819|P_2937
C_1370251,P_7819|P_14546|P_4822
C_1370538,P_7819|P_14546|P_12777
C_1370823,P_5885|P_27013|P_44298
C_1371008,P_12777|P_14838|P_9510
C_1371230,P_12777|P_14546|P_7819
C_1371507,P_5125|P_18800|P_24520
C_1371618,P_28309|P_9168|P_32667
C_1371749,P_17560|P_5906|P_43900
C_1371910,P_19435|P_35578|P_37210
C_137277,P_24389|P_24385|P_24390
C_1372790,P_7819|P_2341|P_16717
C_1372989,P_12216|P_13187|P_12902
C_1373328,P_8254|P_15100|P_19829
C_1373391,P_20759|P_12455|P_44776
C_1373445,P_13074|P_30505|P_24332
C_1373604,P_4822|P_40519|P_15307
C_1373882,P_14546|P_12777|P_16717
C_1373926,P_4822|P_29640|P_15307
C_1374059,P_11346|P_29712|P_7477
C_1374109,P_18891|P_35429|P_36255
C_1374471,P_33675|P_19647|P_16576
C_137498,P_4218|P_4822|P_12256
C_1375697,P_15307|P_4822|P_14546
C_1375811,P_7819|P_12777|P_28663
C_1375867,P_7819|P_14546|P_16717
C_1375882,P_7819|P_14591|P_4822
C_1376528,P_4131|P_33817|P_16380
C_1376924,P_7819|P_14546|P_4595
C_1377765,P_14546|P_7819|P_12777
C_137840,P_18711|P_26682|P_15832
C_1378654,P_4822|P_7819|P_18396
C_1378736,P_7819|P_14546|P_16717
C_1378830,P_15627|P_16083|P_32339
C_1379149,P_33894|P_9168|P_33940
C_1379546,P_24247|P_21604|P_16132
C_1379824,P_12256|P_4218|P_2718
C_1379930,P_7819|P_12777|P_14546
C_1380185,P_9877|P_25796|P_12777
C_1380189,P_17958|P_8625|P_4919
C_1380528,P_456|P_457|P_697
C_1380556,P_32289|P_35599|P_33729
C_1380772,P_31350|P_27698|P_32287
C_1381034,P_4822|P_13890|P_44452
C_1381150,P_14546|P_14591|P_12777
C_1381428,P_6979|P_40167|P_30445
C_1381436,P_10722|P_5454|P_10724
C_1381612,P_14420|P_23564|P_23553
C_1381868,P_7819|P_12777|P_32162
C_1381972,P_7819|P_12777|P_14546
C_1382168,P_30643|P_29640|P_24677
C_1382950,P_7819|P_12777|P_14838
C_1383297,P_6610|P_27209|P_18834
C_1383355,P_14546|P_4919|P_39991
C_1383445,P_33397|P_27450|P_4335
C_1383468,P_3285|P_7819|P_3286
C_1383662,P_2937|P_12256|P_4822
C_1384491,P_7819|P_14546|P_12777
C_1384810,P_14546|P_14591|P_7983
C_1384901,P_9168|P_7819|P_14546
C_1385142,P_17518|P_39638|P_24913
C_1385286,P_1202|P_40696|P_18735
C_1385333,P_7819|P_12777|P_14591
C_1385570,P_14546|P_9510|P_14591
C_138565,P_14546|P_9169|P_12777
C_138615,P_4301|P_4299|P_4297
C_1386255,P_33594|P_20601|P_6201
C_1386287,P_8685|P_15393|P_32239
C_1386497,P_14546|P_14591|P_14838
C_1386682,P_7819|P_14546|P_14838
C_1386801,P_458|P_456|P_457
C_1386875,P_44606|P_7819|P_44660
C_1386983,P_6790|P_6786|P_7819
C_1387130,P_14546|P_12777|P_7819
C_1387278,P_14546|P_7819|P_14591
C_1387542,P_14546|P_12777|P_7819
C_1387581,P_40519|P_14546|P_7819
C_1387723,P_35562|P_12576|P_42144
C_1387750,P_7819|P_4822|P_14546
C_1388303,P_30876|P_27032|P_26991
C_1388399,P_9168|P_16717|P_12777
C_1388491,P_7819|P_14546|P_12777
C_1388664,P_30644|P_4822|P_7819
C_1388699,P_7819|P_12777|P_14546
C_1388716,P_27095|P_17560|P_5906
C_1388775,P_4822|P_14546|P_4919
C_1388831,P_25875|P_15023|P_18745
C_138908,P_7819|P_14546|P_12777
C_1389100,P_14546|P_7819|P_12777
C_1389364,P_11706|P_31307|P_44275
C_1390134,P_20767|P_21068|P_3156
C_1390991,P_14111|P_31110|P_11143
C_1391732,P_4822|P_7819|P_16717
C_1391773,P_41224|P_17893|P_37927
C_1392240,P_12777|P_14546|P_14591
C_1392641,P_7819|P_12777|P_14546
C_1392692,P_759|P_12777|P_4644
C_1392804,P_14546|P_7819|P_14838
C_1392842,P_26345|P_6878|P_10373
C_1393233,P_16717|P_9169|P_4822
C_1393316,P_32223|P_32291|P_27018
C_1393368,P_14546|P_14595|P_14591
C_1393445,P_16553|P_30868|P_9783
C_1393578,P_14546|P_7819|P_12777
C_1393859,P_7819|P_16717|P_14546
C_1393875,P_4822|P_14546|P_7819
C_1394067,P_15307|P_26207|P_4919
C_1394099,P_18531|P_18533|P_471
C_139432,P_7819|P_12777|P_14591
C_1394653,P_24677|P_14546|P_16717
C_1395077,P_536|P_31612|P_19340
C_1395663,P_15307|P_4822|P_2342
C_1396259,P_7819|P_14546|P_14591
C_1396552,P_7819|P_14591|P_12777
C_1396786,P_9168|P_26395|P_7819
C_1397476,P_43637|P_20500|P_1821
C_1397770,P_14546|P_12777|P_34756
C_1397920,P_14546|P_14591|P_24251
C_1398056,P_14591|P_14595|P_7983
C_1398447,P_12402|P_30373|P_27537
C_1398607,P_4822|P_4218|P_2718
C_1398609,P_14546|P_4822|P_9680
C_1398753,P_30644|P_14546|P_7819
C_1398844,P_7819|P_14546|P_36299
C_1399209,P_5125|P_37970|P_18800
C_1399253,P_35153|P_34407|P_17292
C_1399744,P_26656|P_8584|P_20309
C_140022,P_8835|P_403|P_32333
C_1400961,P_31643|P_27047|P_2037
C_1400996,P_18529|P_18532|P_4822
C_1401572,P_32841|P_32917|P_32933
C_1402399,P_28851|P_12576|P_4822
C_1402715,P_37661|P_24414|P_8601
C_1403184,P_7819|P_12777|P_14546
C_1403351,P_26925|P_14199|P_23583
C_1403475,P_30644|P_30643|P_11734
C_1403943,P_14183|P_33432|P_32162
C_1404314,P_7819|P_14546|P_457
C_140440,P_18395|P_28160|P_27451
C_1405036,P_7819|P_12777|P_14546
C_1405367,P_25547|P_28718|P_18521
C_14054,P_7819|P_14546|P_4822
C_1405653,P_10185|P_7114|P_7117
C_1405873,P_12777|P_15307|P_7819
C_1406046,P_14546|P_8625|P_7819
C_1406572,P_36051|P_33704|P_1310
C_1406621,P_21295|P_58|P_3365
C_1407052,P_471|P_697|P_2412
C_1407620,P_15281|P_28260|P_4432
C_1408212,P_7819|P_4919|P_15307
C_1408281,P_7819|P_12777|P_4919
C_1408613,P_35311|P_15111|P_15803
C_1408676,P_35343|P_33030|P_32284
C_1409110,P_5454|P_5453|P_16953
C_1409273,P_14546|P_7819|P_12777
C_1409434,P_11660|P_15509|P_12335
C_1409853,P_7819|P_12777|P_14546
C_140986,P_18639|P_14546|P_18745
C_1409901,P_24247|P_24251|P_4919
C_1410017,P_14546|P_12777|P_14591
C_1410184,P_2789|P_39631|P_4335
C_1410503,P_9329|P_14546|P_38018
C_1410744,P_17522|P_7819|P_17517
C_1410938,P_7819|P_14546|P_12777
C_141111,P_11203|P_26406|P_10997
C_1411262,P_7819|P_16717|P_14546
C_1411421,P_41250|P_17378|P_9087
C_1411649,P_14546|P_7819|P_12777
C_1411895,P_9169|P_37586|P_28237
C_1412494,P_9168|P_25702|P_4822
C_1413209,P_44183|P_35379|P_36299
C_1413315,P_14546|P_7819|P_15307
C_1413602,P_7819|P_14546|P_12777
C_1413770,P_14591|P_4822|P_16717
C_1414047,P_38237|P_17749|P_15687
C_1414238,P_20899|P_31080|P_27081
C_1414250,P_8851|P_7235|P_27531
C_1414518,P_16717|P_1926|P_9168
C_1414537,P_4822|P_31076|P_10373
C_1414693,P_21249|P_4996|P_3802
C_1414779,P_28407|P_37225|P_30999
C_1415291,P_7819|P_14546|P_12777
C_1415343,P_25198|P_30928|P_29282
C_1415363,P_7819|P_12777|P_14591
C_1416317,P_7819|P_14546|P_9510
C_141640,P_7819|P_12777|P_14546
C_141649,P_8625|P_14546|P_29033
C_141660,P_457|P_471|P_2413
C_1416726,P_7819|P_4919|P_16717
C_1416863,P_7819|P_14595|P_457
C_1417122,P_6376|P_10521|P_33515
C_1417375,P_4822|P_2699|P_7819
C_1417466,P_3061|P_8965|P_9926
C_1417584,P_7819|P_14546|P_12777
C_1417835,P_14546|P_12777|P_4822
C_1417864,P_10183|P_7116|P_7118
C_1418120,P_37316|P_25863|P_4774
C_1418151,P_14546|P_19717|P_27782
C_1418315,P_30643|P_9168|P_4822
C_1418317,P_38295|P_29991|P_37872
C_141871,P_7819|P_14591|P_14838
C_1418940,P_5453|P_952|P_15937
C_1419119,P_4822|P_15307|P_18530
C_1419186,P_2329|P_12179|P_15037
C_1419879,P_14546|P_12777|P_7983
C_1420490,P_7819|P_14546|P_14591
C_1420570,P_7819|P_14838|P_7983
C_1420594,P_26913|P_30990|P_26905
C_1421236,P_7819|P_14546|P_4822
C_1421248,P_37269|P_382|P_9817
C_1421623,P_41888|P_41534|P_238
C_1421701,P_40157|P_25300|P_26609
C_1421787,P_7819|P_14546|P_12777
C_1422142,P_14546|P_12777|P_4919
C_1422220,P_16717|P_40519|P_2541
C_1423430,P_4822|P_471|P_14546
C_1423870,P_12777|P_14546|P_14591
C_1424289,P_41155|P_3607|P_7819
C_1424313,P_7819|P_9168|P_14546
C_1425593,P_7819|P_14546|P_12777
C_1425711,P_18095|P_35287|P_38643
C_142598,P_12777|P_14838|P_9510
C_1426170,P_4822|P_7819|P_14546
C_1426954,P_9168|P_14546|P_4822
C_1427178,P_4867|P_929|P_9372
C_1427212,P_12777|P_14838|P_16717
C_1427477,P_8250|P_35303|P_33826
C_1427864,P_7819|P_14591|P_4822
C_1428100,P_14546|P_7819|P_12777
C_1428221,P_25749|P_25708|P_16717
C_1428261,P_29640|P_15473|P_4919
C_1428263,P_14546|P_7819|P_9168
C_1428894,P_12777|P_21133|P_7983
C_142893,P_14546|P_12777|P_14591
C_1428973,P_7028|P_9168|P_14546
C_1429105,P_11467|P_3710|P_18795
C_1429212,P_2937|P_2102|P_12256
C_1429539,P_27052|P_38233|P_11298
C_1429964,P_4822|P_40519|P_2342
C_1429971,P_12777|P_7819|P_4822
C_1430386,P_15307|P_2341|P_12256
C_1430426,P_14546|P_12777|P_7819
C_1430480,P_15307|P_7819|P_14546
C_1430706,P_38638|P_20206|P_41924
C_1430939,P_4822|P_14838|P_4919
C_143096,P_40568|P_13483|P_29815
C_1431043,P_12777|P_14546|P_14591
C_1431998,P_12574|P_17971|P_18980
C_143252,P_4822|P_1926|P_7819
C_1433173,P_29882|P_12777|P_7819
C_1433198,P_40519|P_14546|P_38111
C_1433308,P_7819|P_14546|P_12777
C_1433935,P_36910|P_34261|P_9648
C_1434038,P_7819|P_28852|P_28378
C_1434072,P_7819|P_14546|P_12777
C_143420,P_4822|P_12777|P_15307
C_14343,P_2982|P_41817|P_29142
C_1434391,P_7819|P_12777|P_471
C_1434796,P_14546|P_12777|P_7819
C_14357,P_2107|P_25145|P_44566
C_143681,P_12777|P_9510|P_14591
C_1436810,P_14546|P_4822|P_7819
C_1436854,P_4822|P_16717|P_2849
C_143752,P_14546|P_7819|P_12777
C_1437618,P_7819|P_14546|P_14591
C_1438295,P_12777|P_14838|P_7983
C_1438321,P_26406|P_11203|P_4822
C_1438874,P_10674|P_20204|P_17330
C_1438911,P_10182|P_10185|P_7117
C_1438961,P_27792|P_2029|P_7819
C_1440348,P_5452|P_26525|P_26522
C_1441155,P_30643|P_25232|P_27621
C_1441580,P_15307|P_4218|P_7819
C_1442220,P_11613|P_15854|P_14546
C_1442327,P_14546|P_14838|P_14603
C_1442822,P_12777|P_14591|P_7983
C_1442850,P_14546|P_12777|P_14591
C_1443434,P_12777|P_14546|P_7983
C_144356,P_33445|P_31619|P_31617
C_1443873,P_36928|P_17684|P_23649
C_1444183,P_4822|P_15307|P_14546
C_1444377,P_17181|P_6527|P_5170
C_1444449,P_40519|P_12777|P_14546
C_1444484,P_33594|P_20601|P_6201
C_1445061,P_7819|P_14591|P_12777
C_1445271,P_44268|P_44439|P_679
C_1445475,P_7819|P_14546|P_12777
C_1445700,P_16717|P_30644|P_29640
C_1445823,P_40519|P_4822|P_14546
C_1445974,P_4822|P_40519|P_2342
C_1445984,P_31707|P_37586|P_28237
C_1446402,P_7819|P_14546|P_12777
C_1446600,P_7819|P_14838|P_4822
C_1447109,P_11890|P_10040|P_2417
C_1447294,P_8162|P_1892|P_2037
C_144747,P_4822|P_7819|P_14546
C_1447633,P_40519|P_15307|P_4822
C_1447939,P_14546|P_12777|P_7819
C_1447943,P_24677|P_16717|P_14546
C_1447963,P_10799|P_22134|P_22920
C_1448353,P_7819|P_14546|P_4822
C_1448429,P_7819|P_14546|P_44268
C_1448815,P_6267|P_28854|P_31267
C_1448854,P_7819|P_12777|P_12134
C_1449034,P_4822|P_15307|P_7819
C_1449059,P_7819|P_12777|P_14546
C_1449215,P_7819|P_14591|P_14546
C_1449483,P_7819|P_14546|P_12777
C_1449600,P_12777|P_14546|P_7983
C_1449624,P_1926|P_2211|P_684
C_1449652,P_14546|P_12777|P_14591
C_1449731,P_14591|P_7782|P_14838
C_145041,P_13491|P_9169|P_7819
C_1450599,P_12777|P_4822|P_14546
C_1450613,P_458|P_10753|P_456
C_1450800,P_41433|P_12777|P_14546
C_1450920,P_38304|P_44061|P_18710
C_1450948,P_12777|P_13114|P_7819
C_1451562,P_14591|P_4919|P_15307
C_1451663,P_31544|P_31643|P_27047
C_145182,P_10723|P_17987|P_15624
C_1452483,P_5239|P_12277|P_41760
C_1454146,P_31404|P_33855|P_31062
C_1454216,P_7819|P_34418|P_34659
C_1454637,P_4822|P_15307|P_14591
C_145523,P_43947|P_34668|P_16933
C_1455570,P_14546|P_7819|P_14591
C_1455685,P_15307|P_7819|P_14546
C_1455960,P_12777|P_14591|P_15307
C_145597,P_35237|P_14546|P_7819
C_1456257,P_14546|P_7819|P_4919
C_1456618,P_14838|P_9510|P_16717
C_1456821,P_7819|P_14546|P_14838
C_1457098,P_7819|P_12777|P_14546
C_1457158,P_34389|P_15472|P_20717
C_1457160,P_7819|P_5409|P_7005
C_1457226,P_2108|P_24247|P_24251
C_1457579,P_12777|P_7819|P_14546
C_1458376,P_7819|P_14546|P_4822
C_1458438,P_7819|P_14546|P_12777
C_1458610,P_14591|P_9510|P_14595
C_1458978,P_7819|P_14546|P_14591
C_1459144,P_35694|P_18697|P_41207
C_1459161,P_14546|P_7819|P_9169
C_1459194,P_2937|P_12256|P_15472
C_1459251,P_19715|P_41252|P_42461
C_1459306,P_28282|P_4250|P_22426
C_1460105,P_36153|P_17649|P_1009
C_1460396,P_7819|P_2342|P_4822
C_1460552,P_13545|P_38330|P_2337
C_1460689,P_20500|P_1821|P_44275
C_1460803,P_25300|P_13411|P_16923
C_1461118,P_15307|P_15306|P_2342
C_1461126,P_26559|P_17292|P_28447
C_1461139,P_14546|P_12777|P_14838
C_1461428,P_5895|P_7866|P_11438
C_14615,P_37856|P_9680|P_15715
C_1461989,P_14546|P_7819|P_9168
C_1462535,P_4822|P_12777|P_14546
C_1462662,P_44252|P_856|P_34646
C_1463141,P_4218|P_2102|P_12256
C_1463472,P_44318|P_23553|P_23564
C_1463579,P_3974|P_15384|P_37970
C_1463918,P_7819|P_4822|P_14546
C_1464462,P_4822|P_4218|P_15307
C_1464801,P_14546|P_14838|P_7773
C_1465055,P_30643|P_4298|P_9168
C_1465156,P_34466|P_20961|P_26453
C_1465187,P_7819|P_15307|P_14546
C_1465219,P_7819|P_14546|P_14591
C_1465401,P_44125|P_7540|P_33476
C_1465525,P_29833|P_9779|P_10632
C_1465709,P_14546|P_2541|P_12777
C_1466183,P_4822|P_39619|P_26748
C_146654,P_8625|P_15307|P_7819
C_1466593,P_12777|P_14591|P_16717
C_1466734,P_4919|P_12777|P_14546
C_1466768,P_7819|P_12777|P_4822
C_1466902,P_18533|P_18532|P_40519
C_1467296,P_30643|P_6201|P_18980
C_1467461,P_28552|P_781|P_25495
C_1467536,P_14591|P_7983|P_9459
C_1467909,P_8625|P_14546|P_40519
C_1468655,P_44307|P_44308|P_44216
C_1469187,P_4919|P_16717|P_14591
C_1470202,P_30644|P_14546|P_4822
C_1470655,P_33475|P_28913|P_14300
C_1471201,P_14546|P_7819|P_4822
C_1471294,P_2341|P_14546|P_15307
C_1471796,P_4822|P_14546|P_40519
C_147251,P_17185|P_44706|P_7211
C_1472873,P_7819|P_14591|P_16717
C_1473311,P_4822|P_7819|P_15307
C_1473451,P_4252|P_43849|P_17963
C_1473681,P_7819|P_14546|P_14591
C_1473773,P_32019|P_41707|P_18745
C_1473847,P_30595|P_12334|P_1001
C_1474231,P_14546|P_7819|P_14591
C_1474311,P_7819|P_12777|P_14546
C_1474354,P_15281|P_28260|P_4432
C_1474416,P_4822|P_14546|P_12777
C_1474618,P_21443|P_20768|P_34451
C_1475106,P_14546|P_12777|P_4919
C_1475297,P_20780|P_10848|P_5462
C_1475329,P_3343|P_14546|P_19
C_1475383,P_7834|P_44608|P_41164
C_1475552,P_4822|P_15307|P_40519
C_1475616,P_38865|P_39631|P_17521
C_1475708,P_9169|P_4822|P_16717
C_1476039,P_7819|P_20759|P_17583
C_1476048,P_7819|P_29966|P_8612
C_1476147,P_2211|P_16717|P_7819
C_1476301,P_14546|P_12777|P_4822
C_1476313,P_7819|P_14546|P_14591
C_1476999,P_14546|P_7819|P_41533
C_1477123,P_14591|P_7983|P_14595
C_1477338,P_2718|P_2937|P_11760
C_1477559,P_4919|P_2341|P_14595
C_147794,P_14546|P_12777|P_15307
C_1477999,P_179|P_180|P_2566
C_1478113,P_43773|P_32641|P_2683
C_1478342,P_12777|P_9459|P_14595
C_147845,P_4919|P_7819|P_14546
C_1478611,P_12777|P_9459|P_7983
C_1478674,P_14546|P_12777|P_14591
C_1478837,P_12777|P_14546|P_14591
C_1479171,P_7819|P_14546|P_12777
C_1479289,P_7819|P_25295|P_29712
C_1479459,P_12777|P_14546|P_14591
C_1480115,P_14591|P_14838|P_4822
C_1480201,P_9168|P_4822|P_150
C_148025,P_7819|P_12777|P_4822
C_1480617,P_14546|P_7819|P_4822
C_1481152,P_6250|P_8973|P_19610
C_1481187,P_9169|P_4822|P_16717
C_1481228,P_4822|P_29640|P_4919
C_1481258,P_16717|P_12777|P_14591
C_1481324,P_7819|P_44275|P_12777
C_148145,P_40670|P_8838|P_21148
C_1481509,P_7819|P_12777|P_14546
C_1481809,P_9168|P_1926|P_44608
C_1481896,P_39435|P_16953|P_20780
C_1482034,P_7819|P_12777|P_14591
C_1482120,P_34321|P_34855|P_11417
C_1482247,P_14546|P_12777|P_14591
C_1482798,P_8860|P_26095|P_33506
C_1484310,P_4822|P_7819|P_15307
C_1484807,P_2718|P_2937|P_15307
C_1484835,P_2102|P_15489|P_12256
C_1484882,P_37198|P_37197|P_35395
C_1485071,P_20601|P_26406|P_6201
C_1485131,P_40519|P_7819|P_2342
C_148536,P_14546|P_14591|P_14595
C_1485371,P_42256|P_32019|P_41707
C_1485731,P_34439|P_2295|P_10009
C_1486172,P_952|P_983|P_14690
C_148639,P_37297|P_41363|P_1377
C_1486549,P_43572|P_9168|P_14546
C_1486601,P_7819|P_12777|P_14546
C_1486878,P_14546|P_12777|P_14591
C_14869,P_7819|P_14591|P_12777
C_148746,P_1676|P_17966|P_20770
C_1487537,P_456|P_458|P_457
C_148763,P_7819|P_15843|P_15288
C_1487718,P_12777|P_14591|P_9168
C_1487763,P_15843|P_2431|P_2432
C_1487826,P_6258|P_21133|P_13814
C_1487994,P_12193|P_31968|P_22412
C_1488491,P_12777|P_33929|P_33932
